"n_pubs","sd","mean"
1,0.0941890667499632,-0.012462295688659
2,0.0749913150687091,-0.00761427838458819
4,0.0946782427394354,-0.0139377454519247
8,0.107533020261386,-0.017026515710461
16,0.0703280378856895,-0.00709550695782372
32,0.37355659929434,-0.0303007883856245
64,0.878753753643286,0.0422415241202365
128,1.03388256609047,-0.705942751637179
