"n_pubs","sd","mean"
1,0.102265429699002,-0.0148321434644991
2,0.0964218020567239,-0.0138206743189902
4,0.103148037321334,-0.0156013638380538
8,0.128790108505414,-0.0217755065990904
16,0.129388377113638,-0.0206334273256189
32,0.111378561133819,-0.0153154217325998
64,0.0741971136242903,-0.00750304965646722
128,0.0450175952754389,0.000287820502564042
